Num?ro;Ville;Site;Usage;Superficie;Cout_m2;COUT;Taxe_Jouissance;Type_option;Date vente;Date fin contrat;attestation etablie;plan etablie;Presence ONEA;Presence SONABEL
961;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
962;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
963;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;325;28000;9100000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
964;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;325;28000;9100000;500;ACOMPTE 30%;14/12/2023;14/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
965;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
966;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
967;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;22/11/2023;22/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
968;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;297;28000;8316000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
969;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;322;28000;9016000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
970;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
971;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
972;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
973;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
974;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
975;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;279;28000;7812000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
976;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;279;28000;7812000;500;ACOMPTE 30%;21/11/2023;21/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
977;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
978;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
979;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
980;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
981;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
982;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;252;28000;7056000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
983;OUAGADOUGOU;SILMIOUGOU;COMMERCE ORDINAIRE ANGLE;494;45000;22230000;1000;ACOMPTE 50%;01/12/2023;01/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
984;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
985;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
986;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
987;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
988;OUAGADOUGOU;SILMIOUGOU;COMMERCE ORDINAIRE ANGLE;564;45000;25380000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
989;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;318;28000;8904000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
990;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
991;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;01/12/2023;01/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
992;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;21/11/2023;21/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
993;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
994;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;21/11/2023;21/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
995;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;318;28000;8904000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
996;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;318;28000;8904000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
997;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
998;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
999;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1000;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1001;OUAGADOUGOU;SILMIOUGOU;HABITATION;310;26000;8060000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1002;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;247;28000;6916000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1003;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;461;28000;12908000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1004;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1005;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1006;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1007;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1008;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1009;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;413;28000;11564000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1010;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;413;28000;11564000;500;;12/02/2024;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1011;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1012;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1013;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1014;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1015;OUAGADOUGOU;SILMIOUGOU;HABITATION;425;26000;11050000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1016;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;351;28000;9828000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1017;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;496;28000;13888000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1018;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1019;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1020;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;14/12/2023;14/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1021;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;22/11/2023;22/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1022;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1023;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1024;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;413;28000;11564000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1025;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;413;28000;11564000;500;ACOMPTE 30%;28/11/2023;28/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1026;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1027;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1028;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1029;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1030;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1031;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1032;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;385;28000;10780000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1033;OUAGADOUGOU;SILMIOUGOU;COMMERCE ORDINAIRE ANGLE;713;45000;32085000;1000;ACOMPTE 50%;28/11/2023;28/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1034;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1035;OUAGADOUGOU;SILMIOUGOU;COMMERCE ORDINAIRE ANGLE;647;45000;29115000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1036;OUAGADOUGOU;SILMIOUGOU;COMMERCE ORDINAIRE ANGLE;680;45000;30600000;1000;ACOMPTE 50%;21/11/2023;21/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1037;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1038;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1039;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1040;OUAGADOUGOU;SILMIOUGOU;COMMERCE;600;40000;24000000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1041;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;225;28000;6300000;500;ACOMPTE 30%;30/01/2024;30/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1042;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1043;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1044;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1045;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1046;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1047;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1048;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1049;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1050;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1051;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;347;28000;9716000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1052;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;346;28000;9688000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1053;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1054;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1055;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1056;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1057;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1058;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1059;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;14/12/2023;14/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1060;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;01/12/2023;01/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1061;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;457;28000;12796000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1062;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;416;28000;11648000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1063;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1064;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1065;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1066;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1067;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;21/11/2023;21/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1068;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1069;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1070;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1071;OUAGADOUGOU;SILMIOUGOU;HABITATION;301;26000;7826000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1072;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;341;28000;9548000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1073;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;338;28000;9464000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1074;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1075;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1076;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1077;OUAGADOUGOU;SILMIOUGOU;HABITATION;299;26000;7774000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1078;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1079;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1080;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;22/11/2023;22/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1081;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1082;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1083;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;347;28000;9716000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1084;OUAGADOUGOU;SILMIOUGOU;COMMERCE;760;55000;41800000;1000;ACOMPTE 50%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1085;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;626;50000;31300000;1000;ACOMPTE 50%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1086;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;625;50000;31250000;1000;ACOMPTE 50%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1087;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;625;50000;31250000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1088;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;625;50000;31250000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1089;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;630;50000;31500000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1090;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;629;50000;31450000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1091;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;629;50000;31450000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1092;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;629;50000;31450000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1093;OUAGADOUGOU;SILMIOUGOU;COMMERCE;638;55000;35090000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1094;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;324;28000;9072000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1095;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1096;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1097;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1098;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1099;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1100;OUAGADOUGOU;SILMIOUGOU;HABITATION;316;26000;8216000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1101;OUAGADOUGOU;SILMIOUGOU;HABITATION;316;26000;8216000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1102;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;326;28000;9128000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1103;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;324;28000;9072000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1104;OUAGADOUGOU;SILMIOUGOU;HABITATION;314;26000;8164000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1105;OUAGADOUGOU;SILMIOUGOU;HABITATION;314;26000;8164000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1106;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1107;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1108;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;14/12/2023;14/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1109;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1110;OUAGADOUGOU;SILMIOUGOU;HABITATION;315;26000;8190000;500;ACOMPTE 30%;01/12/2023;01/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1111;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;326;28000;9128000;500;ACOMPTE 30%;28/11/2023;28/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
