Num?ro;Ville;Site;Usage;Superficie;Cout_m2;COUT;Taxe_Jouissance;Type_option;Date vente;Date fin contrat;attestation etablie;plan etablie;Presence ONEA;Presence SONABEL
1527;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1528;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;271;28000;7588000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1529;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1530;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1531;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1532;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1533;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1534;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1535;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1536;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1537;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1538;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1539;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1540;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1541;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1542;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1543;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1544;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1545;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1546;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1547;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1548;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1549;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1550;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1551;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1552;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1553;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1554;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1555;OUAGADOUGOU;SILMIOUGOU;HABITATION;513;26000;13338000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1556;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;506;28000;14168000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1557;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1558;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1559;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1560;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1561;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1562;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1563;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1564;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1565;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1566;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1567;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1568;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;308;28000;8624000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1569;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1570;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1571;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1572;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1573;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;308;28000;8624000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1574;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;308;28000;8624000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1575;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1576;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1577;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1578;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;26/12/2023;26/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1579;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;308;28000;8624000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1580;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1581;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1582;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1583;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1584;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1585;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1586;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1587;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1588;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1589;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1590;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1591;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1592;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;401;28000;11228000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1593;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1594;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1595;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1596;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1597;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1598;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1599;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1600;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;374;28000;10472000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1601;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;374;28000;10472000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1602;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1603;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1604;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1605;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1606;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1607;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1608;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1609;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;401;28000;11228000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1610;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;388;28000;10864000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1611;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1612;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1613;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1614;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1615;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1616;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1617;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1618;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;388;28000;10864000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1619;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;388;28000;10864000;500;ACOMPTE 30%;30/01/2024;30/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1620;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1621;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1622;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1623;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1624;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1625;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;22/11/2023;22/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1626;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;04/12/2023;04/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1627;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;388;28000;10864000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1628;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1629;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1630;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1631;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1632;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1633;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1634;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1635;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1636;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1637;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1638;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;15/11/2023;15/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1639;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1640;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;370;28000;10360000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1641;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1642;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1643;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1644;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1645;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;325;28000;9100000;500;ACOMPTE 30%;30/01/2024;30/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1646;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;325;28000;9100000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1647;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1648;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1649;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1650;OUAGADOUGOU;SILMIOUGOU;HABITATION;280;26000;7280000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1651;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;370;28000;10360000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1652;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1653;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1654;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1655;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1656;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1657;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1658;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1659;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1660;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1661;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1662;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1663;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1664;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1665;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1666;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1667;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1668;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1669;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1670;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1671;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1672;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1673;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;258;28000;7224000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1674;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;22/11/2023;22/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1675;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1676;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1677;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1678;OUAGADOUGOU;SILMIOUGOU;HABITATION;305;26000;7930000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
